,Unnamed: 0_x,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Unnamed: 0_y,mean_duration,mean_distance,predicted_fare,tip_percent,generous,day,am_rush,daytime,pm_rush,nighttime,month
709,22633157,2,2017-03-19 03:42:46,2017-03-19 03:49:44,1,2.8,1,N,263,170,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,709,14.766666666666666,3.033333333333333,13.16262358736524,0.2,1,sunday,0,0,0,1,mar
710,6226937,2,2017-01-29 00:45:41,2017-01-29 01:01:43,1,1.48,1,N,125,148,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,710,12.604761904761904,1.3885714285714283,9.281620229035717,0.2,1,sunday,0,0,0,1,jan
712,30869318,2,2017-04-28 13:13:50,2017-04-28 13:23:17,1,0.96,1,N,237,161,1,7.0,0.0,0.5,1.2,0.0,0.3,9.0,712,10.048087431693988,0.9922950819672132,7.778430462038357,0.154,0,friday,0,1,0,0,apr
713,90312110,1,2017-10-26 11:46:43,2017-10-26 11:55:28,1,0.6,1,N,48,100,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,713,10.4325,0.943,7.897275424591757,0.199,0,thursday,0,1,0,0,oct
714,62983782,1,2017-07-24 22:45:19,2017-07-24 22:54:27,1,1.4,1,N,163,229,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,714,9.878070175438596,1.0231578947368425,7.902289514230372,0.199,0,monday,0,0,0,1,jul
715,33417128,1,2017-04-23 01:40:30,2017-04-23 01:41:59,1,0.5,1,N,170,233,1,3.5,0.5,0.5,0.95,0.0,0.3,5.75,715,6.105952380952381,0.8542857142857143,6.513077363279896,0.198,0,sunday,0,0,0,1,apr
716,61974846,2,2017-07-21 10:59:09,2017-07-21 11:05:46,2,1.22,1,N,236,239,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12,716,9.2734693877551,1.4675510204081632,8.531413449140135,0.249,1,friday,0,1,0,0,jul
717,103094220,1,2017-12-06 05:19:50,2017-12-06 05:53:52,1,20.8,2,N,132,239,1,52.0,0.0,0.5,5.85,5.76,0.3,64.41,717,44.8625,20.90125,52.0,0.1,0,wednesday,0,0,0,1,dec
718,29580671,1,2017-04-09 13:30:52,2017-04-09 13:41:00,1,1.6,1,N,163,239,1,9.0,0.0,0.5,0.0,0.0,0.3,9.8,718,9.969047619047618,1.643571428571429,9.164038564098297,0.0,0,sunday,0,1,0,0,apr
719,66115834,1,2017-08-04 17:53:34,2017-08-04 18:50:56,1,21.6,2,N,264,264,1,52.0,4.5,0.5,12.6,5.76,0.3,75.66,719,15.618772563176892,3.1915162454873647,52.0,0.2,1,friday,0,0,1,0,aug
720,64209294,2,2017-07-28 23:07:24,2017-07-28 23:28:03,5,8.97,1,N,138,107,1,27.5,0.5,0.5,5.0,5.76,0.3,39.56,720,29.847222222222225,9.463333333333331,30.273114161321708,0.145,0,friday,0,0,0,1,jul
721,31046552,1,2017-04-16 15:57:38,2017-04-16 16:03:45,2,1.0,1,N,125,13,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,721,9.463888888888889,1.3,8.360460411457131,0.137,0,sunday,0,1,0,0,apr
722,89666670,2,2017-10-24 11:47:50,2017-10-24 11:50:01,1,0.46,1,N,237,237,1,4.0,0.0,0.5,0.72,0.0,0.3,5.52,722,4.660763888888889,0.6016666666666667,5.496547571159264,0.15,0,tuesday,0,1,0,0,oct
724,70625324,1,2017-08-21 12:05:39,2017-08-21 12:30:48,1,7.1,1,N,138,145,1,25.0,0.0,0.5,3.0,0.0,0.3,28.8,724,24.280555555555555,7.723333333333333,25.27369513610106,0.116,0,monday,0,1,0,0,aug
725,69037627,2,2017-08-15 15:14:42,2017-08-15 15:21:24,1,0.67,1,N,237,163,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8,725,8.373684210526315,0.7878947368421053,6.903826317136562,0.147,0,tuesday,0,1,0,0,aug
726,93909677,2,2017-11-06 09:25:33,2017-11-06 09:56:03,1,2.04,1,N,107,229,1,18.5,0.0,0.5,3.86,0.0,0.3,23.16,726,13.796296296296298,1.911111111111111,10.65545835322219,0.2,1,monday,1,0,0,0,nov
730,29234448,1,2017-04-08 14:13:16,2017-04-08 14:21:08,1,0.8,1,N,90,137,1,6.5,0.0,0.5,2.0,0.0,0.3,9.3,730,10.261666666666668,1.294,8.549073772770415,0.274,1,saturday,0,1,0,0,apr
731,71573301,2,2017-08-24 20:49:14,2017-08-24 21:07:39,2,5.67,1,N,161,87,1,19.5,0.5,0.5,4.16,0.0,0.3,24.96,731,28.897222222222226,6.021666666666667,23.08324883494909,0.2,1,thursday,0,0,0,1,aug
733,93527958,2,2017-11-05 01:01:05,2017-11-05 01:05:26,1,0.53,1,N,263,236,1,5.0,0.5,0.5,1.58,0.0,0.3,7.88,733,4.675520833333334,0.65,5.596984446830571,0.251,1,sunday,0,0,0,1,nov
734,105987335,2,2017-12-14 15:08:15,2017-12-14 15:20:56,2,1.19,1,N,249,246,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,734,11.67051282051282,1.6576923076923078,9.579269115738274,0.2,1,thursday,0,1,0,0,dec
735,95613096,2,2017-11-11 13:26:09,2017-11-11 13:39:35,1,0.79,1,N,68,90,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,735,6.4107843137254905,0.7164705882352941,6.213706444212819,0.2,1,saturday,0,1,0,0,nov
736,38039872,2,2017-05-04 23:13:17,2017-05-04 23:24:03,1,1.46,1,N,158,79,1,9.0,0.5,0.5,0.0,0.0,0.3,10.3,736,15.148333333333335,1.855,10.920952677533515,0.0,0,thursday,0,0,0,1,may
738,92267923,2,2017-11-01 11:52:23,2017-11-01 11:57:37,1,0.79,1,N,137,170,1,5.5,0.0,0.5,0.0,0.0,0.3,6.3,738,6.839130434782609,0.7204347826086956,6.341144703707266,0.0,0,wednesday,0,1,0,0,nov
742,31618375,2,2017-04-28 18:14:27,2017-04-28 18:40:58,1,4.87,1,N,162,223,1,20.5,1.0,0.5,2.23,0.0,0.3,24.53,742,26.48333333333333,5.996666666666667,22.337720220727537,0.1,0,friday,0,0,1,0,apr
743,9159148,1,2017-02-08 22:57:32,2017-02-08 23:28:31,1,11.8,1,N,79,243,1,36.0,0.5,0.5,9.3,0.0,0.3,46.6,743,30.98333333333333,11.8,35.26821793059466,0.249,1,wednesday,0,0,0,1,feb
744,11763843,2,2017-02-15 00:45:23,2017-02-15 01:08:06,1,6.78,1,N,79,61,1,22.5,0.5,0.5,5.95,0.0,0.3,29.75,744,22.716666666666665,6.78,22.847584329936176,0.25,1,wednesday,0,0,0,1,feb
745,61971627,1,2017-07-21 10:54:53,2017-07-21 11:15:57,1,1.9,1,N,90,161,1,13.5,0.0,0.5,2.0,0.0,0.3,16.3,745,15.867460317460315,1.768571428571429,11.05920667123639,0.14,0,friday,0,1,0,0,jul
750,46625897,2,2017-05-31 16:16:00,2017-05-31 16:21:00,2,0.92,1,N,237,262,1,5.5,1.0,0.5,1.1,0.0,0.3,8.4,750,8.096491228070176,1.4047368421052633,8.077778448891468,0.151,0,wednesday,0,0,1,0,may
751,51091102,2,2017-06-16 18:41:18,2017-06-16 18:56:31,6,1.21,1,N,164,229,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76,751,10.720833333333331,1.545,9.177930857214466,0.2,1,friday,0,0,1,0,jun
752,78658109,2,2017-09-18 19:56:00,2017-09-18 20:07:42,1,2.4,1,N,237,239,1,10.5,1.0,0.5,3.08,0.0,0.3,15.38,752,9.875,1.591818181818182,8.924856558598524,0.25,1,monday,0,0,1,0,sep
753,71153856,1,2017-08-23 11:54:51,2017-08-23 12:06:21,1,1.2,1,N,113,148,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,753,11.4,1.1885714285714286,8.656650045516148,0.199,0,wednesday,0,1,0,0,aug
754,47351206,2,2017-06-01 22:26:06,2017-06-01 22:35:52,1,2.4,1,N,148,255,1,10.5,0.5,0.5,1.5,0.0,0.3,13.3,754,12.10952380952381,2.8857142857142857,12.126920371808753,0.127,0,thursday,0,0,0,1,jun
755,46462545,1,2017-05-31 05:32:34,2017-05-31 05:50:42,1,6.3,1,N,181,230,1,20.0,0.5,0.5,2.0,0.0,0.3,23.3,755,18.133333333333333,6.3,20.721773349178697,0.094,0,wednesday,0,0,0,1,may
756,20848313,1,2017-03-13 05:45:01,2017-03-13 05:48:34,1,0.5,1,N,231,13,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,756,6.362280701754386,0.926842105263158,6.729201190749524,0.198,0,monday,0,0,0,1,mar
757,105152690,1,2017-12-12 08:54:11,2017-12-12 09:09:00,1,1.5,1,N,236,43,1,10.5,0.0,0.5,1.25,0.0,0.3,12.55,757,7.192361111111111,1.1475,7.400578484180816,0.111,0,tuesday,1,0,0,0,dec
758,109979990,1,2017-12-28 11:37:05,2017-12-28 11:41:46,3,0.6,1,N,141,162,1,5.0,0.0,0.5,1.5,0.0,0.3,7.3,758,8.622222222222222,1.142121212121212,7.833021366378506,0.259,1,thursday,0,1,0,0,dec
760,102015599,1,2017-12-02 17:46:44,2017-12-02 18:15:21,2,1.3,1,N,229,48,1,17.0,0.0,0.5,3.55,0.0,0.3,21.35,760,22.311904761904763,1.4157142857142857,12.17654745923422,0.199,0,saturday,0,0,1,0,dec
761,72458604,2,2017-08-28 11:27:18,2017-08-28 11:38:39,1,1.75,1,N,186,211,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,761,15.125925925925925,2.0733333333333333,11.349794085950638,0.2,1,monday,0,1,0,0,aug
762,104853544,1,2017-12-11 08:36:40,2017-12-11 08:44:35,1,1.3,1,N,137,233,1,7.5,0.0,0.5,1.5,0.0,0.3,9.8,762,7.039583333333334,0.886875,6.838569375318034,0.181,0,monday,1,0,0,0,dec
763,92350923,1,2017-11-01 16:15:24,2017-11-01 16:35:40,1,3.0,1,N,263,143,1,15.0,1.0,0.5,3.35,0.0,0.3,20.15,763,18.772222222222226,2.8233333333333337,13.971767014125678,0.199,0,wednesday,0,0,1,0,nov
764,42054683,2,2017-05-11 10:58:17,2017-05-11 11:16:35,1,1.89,1,N,162,142,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56,764,14.178333333333333,1.641,10.223795920891789,0.2,1,thursday,0,1,0,0,may
766,42329395,1,2017-05-12 02:07:10,2017-05-12 02:18:55,2,2.1,1,N,161,68,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,766,14.04035087719298,1.927894736842105,10.888880723144029,0.199,0,friday,0,0,0,1,may
768,19995452,2,2017-03-09 18:53:36,2017-03-09 18:59:23,1,0.79,1,N,164,230,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76,768,12.424285714285714,1.1385714285714286,8.733054831622486,0.2,1,thursday,0,0,1,0,mar
769,62569392,2,2017-07-23 11:35:32,2017-07-23 11:41:36,1,0.98,1,N,107,4,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5,769,6.4944444444444445,1.16,7.120918800033393,0.25,1,sunday,0,1,0,0,jul
771,8916720,1,2017-02-08 10:03:18,2017-02-08 10:14:31,1,3.6,1,N,50,166,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55,771,11.383333333333333,4.098,14.449907737484349,0.199,0,wednesday,0,1,0,0,feb
772,60794959,2,2017-07-17 15:50:26,2017-07-17 16:09:15,2,1.25,1,N,162,186,1,12.0,0.0,0.5,3.84,0.0,0.3,16.64,772,14.095652173913043,1.395217391304348,9.7329919939813,0.3,1,monday,0,1,0,0,jul
773,4340145,1,2017-01-23 23:21:40,2017-01-23 23:25:18,1,1.4,1,N,48,68,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,773,6.242682926829269,1.1982926829268292,7.236771751857612,0.199,0,monday,0,0,0,1,jan
774,108819241,1,2017-12-23 00:24:03,2017-12-23 00:33:57,1,2.4,1,N,90,148,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,774,17.94375,2.44875,12.994095924291388,0.199,0,saturday,0,0,0,1,dec
775,26993660,2,2017-04-02 00:14:37,2017-04-02 00:28:28,1,3.11,1,N,151,48,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16,775,13.261111111111113,3.486666666666667,13.6458712890319,0.2,1,sunday,0,0,0,1,apr
776,60496771,2,2017-07-16 12:57:58,2017-07-16 13:05:12,5,2.8,1,N,233,75,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,776,9.422222222222222,2.8000000000000003,11.294426274117551,0.2,1,sunday,0,1,0,0,jul
777,110139405,1,2017-12-28 20:05:38,2017-12-28 20:10:55,2,1.0,1,N,162,137,1,5.5,1.0,0.5,1.0,0.0,0.3,8.3,777,9.342592592592592,1.3622222222222222,8.450606729077482,0.137,0,thursday,0,0,0,1,dec
778,106498793,2,2017-12-15 23:29:52,2017-12-15 23:55:38,1,4.02,1,N,50,224,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76,778,25.766666666666666,4.02,18.198619226869955,0.2,1,friday,0,0,0,1,dec
779,99041666,2,2017-11-22 08:00:21,2017-11-22 08:07:01,6,1.27,1,N,137,162,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,779,8.65144927536232,1.1652173913043478,7.843597787407041,0.2,1,wednesday,1,0,0,0,nov
782,55934137,2,2017-06-09 09:31:25,2017-06-09 10:24:10,2,18.81,2,N,163,132,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,782,52.33888888888888,17.275833333333335,52.0,0.25,1,friday,1,0,0,0,jun
783,78990608,2,2017-09-19 23:08:48,2017-09-19 23:15:34,1,1.3,1,N,234,148,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,783,14.470370370370368,1.9288888888888889,10.878999540199398,0.2,1,tuesday,0,0,0,1,sep
787,72245714,1,2017-08-27 11:47:42,2017-08-27 11:54:58,1,1.6,1,N,186,48,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,787,9.378861788617886,1.2285365853658536,8.172254217313721,0.128,0,sunday,0,1,0,0,aug
788,112015012,1,2017-01-17 18:45:33,2017-01-17 18:54:11,1,1.0,1,N,68,234,1,7.0,1.0,0.5,0.0,0.0,0.3,8.8,788,9.413541666666667,1.0878125,7.901497381885779,0.0,0,tuesday,0,0,1,0,jan
791,111539006,2,2017-01-15 20:33:06,2017-01-15 20:47:56,1,2.54,1,N,186,224,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,791,13.163333333333332,2.0580000000000003,10.77153774120318,0.2,1,sunday,0,0,0,1,jan
792,54215570,1,2017-06-28 18:23:20,2017-06-28 18:28:43,1,1.0,1,N,151,238,1,6.0,1.0,0.5,1.95,0.0,0.3,9.75,792,4.407051282051282,0.6869230769230769,5.705445342447783,0.25,1,wednesday,0,0,1,0,jun
796,50087665,2,2017-06-13 21:49:30,2017-06-13 21:53:53,5,1.18,1,N,229,137,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49,796,6.6433333333333335,1.3688,7.666827489134828,0.3,1,tuesday,0,0,0,1,jun
797,102741536,2,2017-12-04 23:25:31,2017-12-04 23:41:29,3,6.96,1,N,100,42,1,21.0,0.5,0.5,5.58,0.0,0.3,27.88,797,17.666666666666668,6.779999999999999,21.48241331486089,0.25,1,monday,0,0,0,1,dec
798,88209548,2,2017-10-19 18:39:21,2017-10-19 18:58:34,1,1.53,1,N,162,142,1,12.5,1.0,0.5,1.5,0.0,0.3,15.8,798,14.178333333333333,1.641,10.223795920891789,0.105,0,thursday,0,0,1,0,oct
799,83424569,2,2017-10-04 17:41:10,2017-10-04 17:49:56,1,1.23,1,N,140,236,1,7.5,1.0,0.5,3.0,0.0,0.3,12.3,799,10.278571428571428,1.2205714285714286,8.297660628342566,0.323,1,wednesday,0,0,1,0,oct
802,60744952,2,2017-07-17 12:12:34,2017-07-17 12:26:22,1,0.92,1,N,113,107,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8,802,9.655555555555557,1.0516666666666667,7.787202404036701,0.093,0,monday,0,1,0,0,jul
803,30209392,1,2017-04-14 06:31:42,2017-04-14 06:35:24,1,0.8,1,N,211,249,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,803,5.793589743589743,0.87,6.457221849463652,0.172,0,friday,1,0,0,0,apr
804,21983886,1,2017-03-17 09:57:24,2017-03-17 10:11:22,1,1.4,1,N,151,239,1,10.0,0.0,0.5,2.2,0.0,0.3,13.0,804,6.517901234567902,1.1355555555555557,7.188554297290157,0.204,1,friday,1,0,0,0,mar
805,6661147,2,2017-01-30 12:09:44,2017-01-30 12:17:22,1,0.76,1,N,141,237,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,805,4.926754385964912,0.6136842105263158,5.594726012905286,0.2,1,monday,0,1,0,0,jan
806,71217854,2,2017-08-23 15:14:30,2017-08-23 15:21:57,1,1.13,1,N,229,137,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,806,6.6433333333333335,1.3688,7.578565785125956,0.2,1,wednesday,0,1,0,0,aug
807,38993345,2,2017-05-07 16:00:41,2017-05-07 16:57:37,5,9.52,1,N,138,230,1,43.0,0.0,0.5,10.95,0.0,0.3,54.75,807,42.07992424242424,10.601590909090907,35.9552098976013,0.25,1,sunday,0,0,1,0,may
809,23761115,2,2017-03-22 09:21:03,2017-03-22 09:31:38,1,0.58,1,N,162,161,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,809,11.24247311827957,0.7693548387096775,7.667472003574261,0.2,1,wednesday,1,0,0,0,mar
810,99236904,1,2017-11-22 20:24:11,2017-11-22 21:02:37,2,8.8,1,N,239,97,1,32.0,0.5,0.5,6.65,0.0,0.3,39.95,810,38.43333333333333,8.8,31.390952864105888,0.2,1,wednesday,0,0,0,1,nov
811,73996546,2,2017-09-03 10:27:03,2017-09-03 10:32:55,1,1.39,1,N,234,113,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,811,8.298245614035087,0.986315789473684,7.278187138545566,0.2,1,sunday,0,1,0,0,sep
812,52750507,1,2017-06-21 15:04:07,2017-06-21 15:23:44,1,2.7,1,N,246,13,1,14.5,0.0,0.5,2.0,0.0,0.3,17.3,812,13.18125,3.11625,12.995220496583675,0.131,0,wednesday,0,1,0,0,jun
814,107160307,2,2017-12-17 21:00:05,2017-12-17 21:18:44,5,7.62,1,N,48,243,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,814,19.938888888888886,8.040000000000001,24.67158031277892,0.2,1,sunday,0,0,0,1,dec
815,94870757,2,2017-11-09 11:28:33,2017-11-09 12:02:34,2,1.49,1,N,229,48,1,19.5,0.0,0.5,3.0,0.0,0.3,23.3,815,22.311904761904763,1.4157142857142857,12.06674515531702,0.148,0,thursday,0,1,0,0,nov
816,13731926,2,2017-02-21 06:11:03,2017-02-21 06:59:39,5,16.94,2,N,132,170,1,52.0,0.0,0.5,2.0,5.54,0.3,60.34,816,37.11333333333333,17.203,52.0,0.034,0,tuesday,1,0,0,0,feb
818,52277743,2,2017-06-20 08:15:18,2017-06-20 10:24:37,1,17.77,2,N,132,246,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,818,66.31666666666666,18.515,52.0,0.2,1,tuesday,1,0,0,0,jun
819,48077238,1,2017-06-03 20:05:20,2017-06-03 20:10:28,1,0.9,1,N,263,236,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,819,4.675520833333334,0.65,5.7067867507477725,0.147,0,saturday,0,0,0,1,jun
821,77933463,1,2017-09-16 10:58:11,2017-09-16 11:01:07,1,0.9,1,N,142,237,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,821,10.10777777777778,1.3573333333333333,8.632338708182758,0.198,0,saturday,0,1,0,0,sep
822,15545758,2,2017-02-26 13:56:54,2017-02-26 14:09:00,1,1.15,1,N,48,161,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25,822,11.678518518518516,0.975777777777778,8.200518656741973,0.25,1,sunday,0,1,0,0,feb
823,95547387,2,2017-11-11 09:14:28,2017-11-11 09:36:23,4,7.59,1,N,209,143,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96,823,21.916666666666668,7.59,24.304692754176205,0.2,1,saturday,1,0,0,0,nov
824,106035422,2,2017-12-14 18:42:53,2017-12-14 18:53:23,5,0.8,1,N,113,158,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,824,8.007692307692308,0.9530769230769232,7.219125816962802,0.2,1,thursday,0,0,1,0,dec
826,112153495,2,2017-01-18 02:18:02,2017-01-18 02:20:51,5,1.19,1,N,163,68,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,826,15.786363636363635,2.260909090909091,11.996164871915504,0.2,1,wednesday,0,0,0,1,jan
829,81513217,2,2017-09-28 11:56:18,2017-09-28 12:35:03,1,9.12,1,N,163,181,1,33.0,0.0,0.5,11.87,5.76,0.3,51.43,829,38.75,9.12,31.98515315403526,0.3,1,thursday,0,1,0,0,sep
830,40430326,2,2017-05-18 23:21:27,2017-05-18 23:26:23,1,0.96,1,N,264,264,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,830,15.618772563176892,3.1915162454873647,13.71564738975648,0.137,0,thursday,0,0,0,1,may
831,42989842,2,2017-05-13 19:02:15,2017-05-13 19:12:01,1,0.95,1,N,43,141,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,831,10.897916666666667,1.365,8.758318340764953,0.2,1,saturday,0,0,1,0,may
834,65659570,1,2017-08-03 07:27:31,2017-08-03 07:45:48,1,3.0,1,N,140,230,1,14.5,0.0,0.5,1.0,0.0,0.3,16.3,834,22.722222222222225,2.41,14.250401627604733,0.065,0,thursday,1,0,0,0,aug
835,2684305,2,2017-01-10 22:29:47,2017-01-10 23:06:46,1,18.57,2,N,132,48,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,835,58.24603174603175,18.761904761904763,52.0,0.25,1,tuesday,0,0,0,1,jan
836,91028523,2,2017-10-28 11:33:49,2017-10-28 11:40:32,1,1.26,1,N,161,100,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,836,9.615555555555556,1.1113333333333335,7.894943342020919,0.2,1,saturday,0,1,0,0,oct
837,67373838,2,2017-08-09 11:54:50,2017-08-09 12:31:38,1,14.81,1,N,138,231,1,43.5,0.0,0.5,10.01,5.76,0.3,60.07,837,41.91111111111111,13.138333333333334,40.87505751849344,0.2,1,wednesday,0,1,0,0,aug
839,92472527,1,2017-11-01 23:24:34,2017-11-01 23:37:21,1,2.4,1,N,100,4,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,839,15.994444444444444,2.7,12.950794818332112,0.199,0,wednesday,0,0,0,1,nov
841,26075867,2,2017-03-30 08:38:44,2017-03-30 08:48:37,6,3.28,1,N,262,137,1,12.0,0.0,0.5,0.0,0.0,0.3,12.8,841,11.983333333333333,3.388888888888889,13.204757845786997,0.0,0,thursday,1,0,0,0,mar
842,84304397,2,2017-10-07 10:29:37,2017-10-07 10:36:48,1,0.42,1,N,161,164,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8,842,9.106666666666667,0.9766666666666668,7.484564169709768,0.147,0,saturday,0,1,0,0,oct
843,99932344,1,2017-11-25 22:09:17,2017-11-25 22:23:25,2,6.1,1,N,170,25,1,18.5,0.5,0.5,3.95,0.0,0.3,23.75,843,14.133333333333333,6.1,19.22900009634783,0.199,0,saturday,0,0,0,1,nov
845,34551817,1,2017-04-26 12:11:49,2017-04-26 12:25:28,3,2.9,1,N,226,129,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95,845,12.095833333333331,2.595,11.697697542753293,0.199,0,wednesday,0,1,0,0,apr
846,41372483,1,2017-05-09 14:06:24,2017-05-09 14:15:32,1,0.8,1,N,186,230,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75,846,13.530147058823529,1.2316176470588236,9.336891994663656,0.25,1,tuesday,0,1,0,0,may
847,72350225,1,2017-08-27 20:04:43,2017-08-27 20:08:41,1,0.7,1,N,107,90,1,4.5,0.0,0.5,1.3,0.0,0.3,6.6,847,7.253333333333333,0.9226666666666666,6.969546147066462,0.245,1,sunday,0,0,0,1,aug
848,22515190,2,2017-03-18 20:36:03,2017-03-18 20:45:44,1,2.4,1,N,233,237,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,848,12.340909090909092,1.4427272727272726,9.315908668306426,0.2,1,saturday,0,0,0,1,mar
849,3170374,2,2017-01-12 14:25:19,2017-01-12 14:31:56,1,0.47,1,N,114,113,1,6.0,0.0,0.5,2.04,0.0,0.3,8.84,849,4.440277777777777,0.61,5.4516232489355945,0.3,1,thursday,0,1,0,0,jan
852,106790283,2,2017-12-16 19:47:29,2017-12-16 19:57:46,1,1.29,1,N,114,231,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,852,8.65,1.2021428571428572,7.80645127178607,0.25,1,saturday,0,0,1,0,dec
853,41581207,1,2017-05-20 10:56:53,2017-05-20 11:01:09,1,0.7,1,N,239,238,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25,853,4.848387096774194,0.8346774193548387,6.123053618642561,0.25,1,saturday,0,1,0,0,may
854,75916404,2,2017-09-09 23:13:22,2017-09-09 23:30:54,2,1.71,1,N,68,114,1,11.5,0.5,0.5,3.0,0.0,0.3,15.8,854,14.89375,2.09875,11.357716581183825,0.234,1,saturday,0,0,0,1,sep
857,50978957,1,2017-06-16 12:05:58,2017-06-16 12:11:12,1,1.0,1,N,137,224,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,857,4.238888888888889,0.9,6.083135980490956,0.198,0,friday,0,1,0,0,jun
860,80923702,2,2017-09-26 14:29:36,2017-09-26 14:59:43,2,2.19,1,N,186,229,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56,860,18.58205128205128,2.106923076923077,12.403296933909315,0.2,1,tuesday,0,1,0,0,sep
861,106575186,1,2017-12-16 06:39:59,2017-12-16 07:07:59,2,17.8,2,N,75,132,1,52.0,0.0,0.5,6.0,5.76,0.3,64.56,861,36.204166666666666,18.4425,52.0,0.102,0,saturday,1,0,0,0,dec
863,101951897,2,2017-12-02 13:58:17,2017-12-02 14:02:43,4,0.75,1,N,142,50,1,5.0,0.0,0.5,0.5,0.0,0.3,6.3,863,7.409722222222222,1.0758333333333334,7.2748140298799,0.086,0,saturday,0,1,0,0,dec
864,7522040,1,2017-02-02 06:47:24,2017-02-02 06:50:31,1,0.6,1,N,114,107,1,4.5,0.0,0.5,0.79,0.0,0.3,6.09,864,8.716666666666667,1.2999999999999998,8.129867921514075,0.149,0,thursday,1,0,0,0,feb
865,112519588,2,2017-01-05 23:02:56,2017-01-05 23:25:18,2,5.35,1,N,90,181,1,20.0,0.5,0.5,3.0,0.0,0.3,24.3,865,27.105555555555554,6.19,22.91870364091686,0.141,0,thursday,0,0,0,1,jan
867,20321823,2,2017-03-26 14:08:42,2017-03-26 14:26:03,1,3.44,1,N,246,45,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96,867,28.516666666666666,4.41,19.74325278351476,0.2,1,sunday,0,1,0,0,mar
868,12035644,1,2017-02-15 20:27:08,2017-02-15 20:48:37,1,4.3,1,N,162,41,1,17.0,0.5,0.5,1.0,0.0,0.3,19.3,868,20.35,4.233333333333333,17.22192475265362,0.055,0,wednesday,0,0,0,1,feb
869,49835190,1,2017-06-12 21:24:29,2017-06-12 21:35:07,1,1.7,1,N,144,90,1,8.5,0.5,0.5,1.76,0.0,0.3,11.56,869,14.123333333333331,1.836,10.706845365522678,0.18,0,monday,0,0,0,1,jun
